92,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,913,QUEBEC,SINGLE,CATH NON-SPEC
93,ASIAN-SOUTH,Non Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,SIKH
94,SOUTH ASIAN,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,SIKH
95,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,730,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
96,BLACK,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1369,ONTARIO,COMMON LAW,RASTAFARIAN
97,WHITE,Non Indigenous,FEMALE,50,Incarcerated,,DETERMINATE,2557,QUEBEC,SINGLE,CATH NON-SPEC
98,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,7366,QUEBEC,MARRIED,CATH NON-SPEC
99,SOUTH ASIAN,Non Indigenous,MALE,28,Supervised,SR,DETERMINATE,1271,BRITISH COLUMBIA,COMMON LAW,HINDU
100,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,2296,NOVA SCOTIA,COMMON LAW,NOT STATED
101,NORTH AMERICAN,Indigenous,MALE,26,Supervised,SR,DETERMINATE,2922,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
102,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1796,QUEBEC,COMMON LAW,CATH NON-SPEC
103,WHITE,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,SALVATION ARMY
104,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,1644,MANITOBA,COMMON LAW,NATIVE SPIRITUA
105,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,819,ONTARIO,SINGLE,CATHOLIC - ROMA
106,ARAB/WEST ASIAN,Non Indigenous,MALE,27,Supervised,FP,DETERMINATE,1461,QUEBEC,COMMON LAW,MUSLIM
107,WHITE,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,3837,BRITISH COLUMBIA,SINGLE,MENNONITE
108,WHITE,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,1095,ONTARIO,SINGLE,WICCA
109,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,790,SASKATCHEWAN,UNKNOWN,
110,WHITE,Non Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,BUDDHIST
111,NORTH AMERICAN,Indigenous,MALE,62,Supervised,DP,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
112,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,8763,QUEBEC,MARRIED,CATH NON-SPEC
113,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,DETERMINATE,4199,BRITISH COLUMBIA,COMMON LAW,CATH NON-SPEC
114,BLACK,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1096,ONTARIO,COMMON LAW,CHRI NON SPEC
115,S. E. ASIAN,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,2191,ONTARIO,SINGLE,CHRISTIAN REFOR
116,NORTH AMERICAN,Indigenous,MALE,46,Incarcerated,,DETERMINATE,4383,ONTARIO,COMMON LAW,NATIVE SPIRITUA
117,NORTH AMERICAN,Indigenous,MALE,30,Supervised,SR,DETERMINATE,765,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
118,WHITE,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
119,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1798,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
120,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1367,QUEBEC,SINGLE,CATH NON-SPEC
121,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,3287,BRITISH COLUMBIA,SINGLE,ANGLICAN(EPIS.
122,WHITE,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,974,QUEBEC,COMMON LAW,CATH NON-SPEC
123,NORTH AMERICAN,Indigenous,MALE,20,Incarcerated,,DETERMINATE,1612,MANITOBA,SINGLE,NONE
124,ARAB,Non Indigenous,MALE,72,Supervised,FP,DETERMINATE,6209,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
125,NORTH AMERICAN,Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
126,BLACK,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,2556,ONTARIO,COMMON LAW,MUSLIM
127,METIS,Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,PROT NON-SPEC
128,METIS,Indigenous,MALE,60,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,
129,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,730,ONTARIO,SINGLE,CATHOLIC - ROMA
130,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,1308,ONTARIO,COMMON LAW,NONE
131,ARAB/WEST ASIAN,Non Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,COMMON LAW,MUSLIM
132,WHITE,Non Indigenous,MALE,64,Incarcerated,,DETERMINATE,2191,ONTARIO,COMMON LAW,PROT NON-SPEC
133,WHITE,Non Indigenous,MALE,29,Supervised,DP,DETERMINATE,952,NEW BRUNSWICK,COMMON LAW,CATHOLIC - ROMA
134,NORTH AMERICAN,Indigenous,MALE,18,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,NONE
135,WHITE,Non Indigenous,MALE,82,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
136,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,NATIVE SPIRITUA
137,METIS,Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRISTIAN REFOR
138,WHITE,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,730,ALBERTA,COMMON LAW,OTHER
139,NORTH AMERICAN,Indigenous,MALE,24,Supervised,SR,DETERMINATE,1011,ONTARIO,COMMON LAW,NATIVE SPIRITUA
140,WHITE,Non Indigenous,MALE,45,Supervised,SR,DETERMINATE,2830,QUEBEC,SINGLE,CATH NON-SPEC
141,WHITE,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,1096,ONTARIO,SINGLE,PAGAN
142,WHITE,Non Indigenous,MALE,70,Supervised,SR,DETERMINATE,1826,ONTARIO,DIVORCED,NONE
143,,Non Indigenous,MALE,62,Incarcerated,,DETERMINATE,730,SASKATCHEWAN,UNKNOWN,
144,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,730,ONTARIO,MARRIED,CATHOLIC - ROMA
145,WHITE,Non Indigenous,MALE,61,Incarcerated,,DETERMINATE,730,ONTARIO,SINGLE,NONE
146,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1826,BRITISH COLUMBIA,SINGLE,NONE
147,WHITE,Non Indigenous,MALE,71,Incarcerated,,DETERMINATE,2922,ONTARIO,WIDOW(ER),CATHOLIC - ROMA
148,WHITE,Non Indigenous,MALE,55,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
149,NORTH AMERICAN,Indigenous,FEMALE,31,Supervised,DP,INDETERMINATE,0,ALBERTA,SINGLE,NATIVE SPIRITUA
150,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,1491,ONTARIO,MARRIED,BAPTIST
151,METIS,Indigenous,MALE,57,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,OTHER
152,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,730,NEW BRUNSWICK,SINGLE,PROT NON-SPEC
153,WHITE,Non Indigenous,MALE,31,Supervised,SR,DETERMINATE,1948,BRITISH COLUMBIA,SINGLE,OTHER
154,MULTIRAC/ETHNIC,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,820,NOVA SCOTIA,SINGLE,NONE
155,LATIN AMERICAN,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,866,ONTARIO,SEPARATED,CHRI NON SPEC
156,NORTH AMERICAN,Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
157,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,2739,ONTARIO,SINGLE,NONE
158,WHITE,Non Indigenous,MALE,40,Supervised,SR,DETERMINATE,5599,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
159,BLACK,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,2355,ONTARIO,COMMON LAW,RASTAFARIAN
160,METIS,Indigenous,MALE,23,Incarcerated,,DETERMINATE,1753,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
161,NORTH AMERICAN,Indigenous,MALE,35,Supervised,SR,DETERMINATE,1096,MANITOBA,SINGLE,ANGLICAN(EPIS.
162,WHITE,Non Indigenous,MALE,41,Supervised,DP,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
163,METIS,Indigenous,MALE,30,Incarcerated,,DETERMINATE,1553,ALBERTA,SINGLE,MUSLIM
164,NORTH AMERICAN,Indigenous,MALE,27,Supervised,SR,DETERMINATE,1003,SASKATCHEWAN,UNKNOWN,
165,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1742,ALBERTA,SINGLE,LUTHERAN
166,SOUTH ASIAN,Non Indigenous,MALE,43,Supervised,FP,DETERMINATE,1826,ONTARIO,MARRIED,MUSLIM
167,METIS,Indigenous,MALE,43,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
168,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,2038,ALBERTA,MARRIED,CATH NON-SPEC
169,ASI-E/SOUTHEAST,Non Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
170,BLACK,Non Indigenous,MALE,22,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
171,NORTH AMERICAN,Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,NATIVE SPIRITUA
172,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1437,BRITISH COLUMBIA,SINGLE,NONE
173,NORTH AMERICAN,Indigenous,MALE,45,Supervised,LTSO,DETERMINATE,1889,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
174,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,DETERMINATE,2983,ALBERTA,COMMON LAW,NATIVE SPIRITUA
175,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,2647,QUEBEC,COMMON LAW,CATH NON-SPEC
176,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,730,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
177,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,3774,QUEBEC,COMMON LAW,CATH NON-SPEC
178,NORTH AMERICAN,Indigenous,MALE,51,Supervised,FP,DETERMINATE,1096,NFLD AND LAB,COMMON LAW,PENTECOSTAL ASS
179,WHITE,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,CATH NON-SPEC
180,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,730,ONTARIO,COMMON LAW,CATH NON-SPEC
181,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1461,QUEBEC,COMMON LAW,CATH NON-SPEC
182,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,2784,ONTARIO,COMMON LAW,CHRI NON SPEC
183,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2755,NEW BRUNSWICK,SINGLE,MUSLIM
184,S. E. ASIAN,Non Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,SIKH
185,WHITE,Non Indigenous,MALE,78,Incarcerated,,DETERMINATE,1461,QUEBEC,MARRIED,CATH NON-SPEC
186,S. E. ASIAN,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,2010,ONTARIO,COMMON LAW,NONE
187,BLACK,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,1155,ONTARIO,SINGLE,CHRI NON SPEC
188,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,913,QUEBEC,COMMON LAW,ATHEIST
189,WHITE,Non Indigenous,MALE,60,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
190,WHITE,Non Indigenous,MALE,40,Incarcerated,,INDETERMINATE,0,ALBERTA,DIVORCED,NONE
191,METIS,Indigenous,MALE,50,Incarcerated,,DETERMINATE,2191,BRITISH COLUMBIA,DIVORCED,PENTECOSTAL (4
192,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,2922,QUEBEC,COMMON LAW,PROT NON-SPEC
193,SOUTH ASIAN,Non Indigenous,MALE,39,Supervised,FP,DETERMINATE,2359,ONTARIO,SINGLE,SIKH
194,NORTH AMERICAN,Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
195,BLACK,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1186,QUEBEC,COMMON LAW,MUSLIM
196,WHITE,Non Indigenous,MALE,27,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
197,CHINESE,Non Indigenous,MALE,51,Supervised,SR,DETERMINATE,3774,BRITISH COLUMBIA,SEPARATED,PROT NON-SPEC
198,LATIN AMERICAN,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,3287,QUEBEC,MARRIED,CATH NON-SPEC
199,BLACK,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,730,ONTARIO,MARRIED,CATHOLIC - ROMA
200,WHITE,Non Indigenous,MALE,64,Supervised,FP,INDETERMINATE,0,NOVA SCOTIA,SINGLE,PROT NON-SPEC
201,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,2847,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
202,NORTH AMERICAN,Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,CATHOLIC - ROMA
203,WHITE,Non Indigenous,MALE,44,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,PROT NON-SPEC
204,WHITE,Non Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,WIDOW(ER),NONE
205,INUIT,Indigenous,MALE,42,Incarcerated,,DETERMINATE,2922,NEW BRUNSWICK,SINGLE,MORAVIAN
206,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1491,QUEBEC,COMMON LAW,CATH NON-SPEC
207,WHITE,Non Indigenous,MALE,70,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,PROT NON-SPEC
208,NORTH AMERICAN,Indigenous,FEMALE,30,Supervised,SR,DETERMINATE,820,MANITOBA,SINGLE,CATHOLIC - ROMA
209,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,PROT NON-SPEC
210,WHITE,Non Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,NONE
211,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,1645,ONTARIO,MARRIED,NATIVE SPIRITUA
